order_id,order_date,status,item_id,sku,qty_ordered,value,discount_amount,total,category,payment_method,bi_st,cust_id,year,month,ref_num,Name Prefix,First Name,Middle Initial,Last Name,Gender,age,full_name,E Mail,Customer Since,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Discount_Percent,price
100380678,2020-12-18,complete,616581.0,WOFBAT5A01450E37066-40,2.0,20.0,0.0,20.0,Women's Fashion,cod,Net,6111.0,2020,Dec-2020,361481,Hon.,Dario,N,Inman,M,51.0,"Inman, Dario",dario.inman@gmail.com,1/11/2012,073-02-8083,479-826-5114,Heth,St. Francis,Heth,AR,72346,South,dninman,0.0,20.0
100441374,2021-02-01,canceled,723605.0,MATSAM59B7EB558605A,2.0,2195.9,0.0,2195.9,Mobiles & Tablets,Easypay,Gross,83736.0,2021,Feb-2021,374032,Drs.,Cathrine,C,Glines,F,39.0,"Glines, Cathrine",cathrine.glines@yahoo.com,2/14/1991,030-92-3675,319-875-2625,Earlham,Madison,Earlham,IA,50072,Midwest,ccglines,0.0,2195.9
100479445,2021-04-17,canceled,783816.0,OTHPCB5A7D8A1240398,3.0,2400.0,0.0,2400.0,Others,Payaxis,Gross,95175.0,2021,Apr-2021,479556,Mr.,Efrain,V,Towers,M,18.0,"Towers, Efrain",efrain.towers@hotmail.com,5/24/2006,345-11-2075,405-997-8032,Oklahoma City,Oklahoma,Oklahoma City,OK,73102,South,evtowers,0.0,1200.0
100451798,2021-03-16,complete,742374.0,MEFDEA59D38D8F0DB9F-L,11.0,1699.0,0.0,1699.0,Men's Fashion,jazzvoucher,Net,87211.0,2021,Mar-2021,467084,Hon.,Major,C,Mckee,M,30.0,"Mckee, Major",major.mckee@aol.com,5/29/2011,324-11-3687,209-438-7111,Santa Cruz,Santa Cruz,Santa Cruz,CA,95063,West,mcmckee,0.0,169.9
100528606,2021-06-17,received,848829.0,WOFJUN5AC7660362544,3.0,518.0,150.232,367.768,Women's Fashion,bankalfalah,Valid,108349.0,2021,Jun-2021,589700,Mrs.,Mary,G,Gilbertson,F,58.0,"Gilbertson, Mary",mary.gilbertson@gmail.com,1/28/2017,100-02-6646,206-683-0554,Seattle,Seattle,Seattle,WA,98127,West,mggilbertson,29.002316602316604,259.0
100448916,2021-03-02,order_refunded,736958.0,MATHAR5A583C3869228,2.0,122.2,0.0,122.2,Mobiles & Tablets,cod,Valid,21947.0,2021,Mar-2021,181820,Hon.,Cesar,R,Echols,M,58.0,"Echols, Cesar",cesar.echols@gmail.com,11/21/2009,534-71-0829,802-253-9370,Lower Waterford,Caledonia,Lower Waterford,VT,5848,Northeast,crechols,0.0,122.2
100474208,2021-04-10,canceled,776594.0,MATSAM5A7463EE3C1A5,2.0,1716.0,220.0,1496.0,Mobiles & Tablets,Payaxis,Gross,93682.0,2021,Apr-2021,603385,Mr.,Weldon,B,Mcginley,M,62.0,"Mcginley, Weldon",weldon.mcginley@hotmail.com,6/28/2008,559-99-5931,262-978-5158,Ridgeway,Iowa,Ridgeway,WI,53582,Midwest,wbmcginley,12.82051282051282,1716.0
100481322,2021-04-17,canceled,785843.0,MATSAM5A7D77487B6EF,2.0,1716.0,323.0800000000001,1392.9199999999998,Mobiles & Tablets,Payaxis,Gross,90508.0,2021,Apr-2021,338412,Ms.,Crissy,S,Naughton,F,71.0,"Naughton, Crissy",crissy.naughton@aol.com,7/19/1989,730-28-4227,209-587-6415,Glendale,Los Angeles,Glendale,CA,91225,West,csnaughton,18.82750582750583,1716.0
100364730,2020-11-12,canceled,591659.0,COMRAJ59AD329067AEB,4.0,402.0,120.60000000000002,281.4,Computing,Payaxis,Gross,62661.0,2020,Nov-2020,351730,Mr.,Myron,C,Horstman,M,50.0,"Horstman, Myron",myron.horstman@ntlworld.com,7/15/1992,118-98-5159,212-640-3580,Patchogue,Suffolk,Patchogue,NY,11772,Northeast,mchorstman,30.000000000000004,134.0
100367669,2020-11-14,refund,595712.0,MATBIG59AC9D558361D,2.0,35.0,5.25,29.75,Mobiles & Tablets,Payaxis,Valid,914.0,2020,Nov-2020,565681,Mr.,Karl,D,Mitton,M,38.0,"Mitton, Karl",karl.mitton@gmail.com,4/28/1985,045-15-9032,210-855-7891,Bedford,Tarrant,Bedford,TX,76022,South,kdmitton,15.0,35.0
100533335,2021-06-23,received,855385.0,JAZ5A5F32C9C076D,11.0,167.0,0.0,167.0,Superstore,cod,Valid,91138.0,2021,Jun-2021,224158,Mr.,Brant,X,Altom,M,26.0,"Altom, Brant",brant.altom@yahoo.com,6/26/2007,080-02-2144,229-596-7347,Quitman,Brooks,Quitman,GA,31643,South,bxaltom,0.0,16.7
100361363,2020-11-03,order_refunded,586263.0,SOGMAD59C0B2E516EDE,3.0,82.6,0.0,82.6,Soghaat,Payaxis,Valid,61819.0,2020,Nov-2020,895250,Ms.,Avis,P,Marceau,F,50.0,"Marceau, Avis",avis.marceau@shaw.ca,7/24/2015,708-18-5549,307-828-0316,Moose,Teton,Moose,WY,83012,West,apmarceau,0.0,41.3
100476307,2021-04-15,canceled,779813.0,OTHPCB5A7D84797167F,3.0,800.0,0.0,800.0,Others,Payaxis,Gross,89958.0,2021,Apr-2021,830197,Drs.,Philomena,G,Jaffe,F,59.0,"Jaffe, Philomena",philomena.jaffe@microsoft.com,5/15/2017,677-22-1990,218-671-5195,Osseo,Hennepin,Osseo,MN,55569,Midwest,pgjaffe,0.0,400.0
100461828,2021-03-26,canceled,757740.0,COMLEN5A65B49A192A3,2.0,3999.9,0.0,3999.9,Computing,Payaxis,Gross,51343.0,2021,Mar-2021,384548,Ms.,Hildegarde,H,Maury,F,52.0,"Maury, Hildegarde",hildegarde.maury@outlook.com,4/1/2005,039-74-6894,209-959-5972,Whittier,Los Angeles,Whittier,CA,90608,West,hhmaury,0.0,3999.9
100473528,2021-04-09,complete,775394.0,MATHUA5A7463EFB01CA,2.0,2879.9,290.0,2589.9,Mobiles & Tablets,Easypay,Net,67562.0,2021,Apr-2021,462304,Mr.,Yong,D,Doe,M,70.0,"Doe, Yong",yong.doe@sbcglobal.net,10/5/1994,663-22-9947,252-313-2184,Charlotte,Mecklenburg,Charlotte,NC,28283,South,yddoe,10.069794090072572,2879.9
100437492,2021-01-17,canceled,716588.0,WOFLAL59D940B3CFA20,2.0,179.0,0.0,179.0,Women's Fashion,Easypay,Gross,83166.0,2021,Jan-2021,561715,Hon.,Carlton,G,Whittaker,M,60.0,"Whittaker, Carlton",carlton.whittaker@hotmail.com,7/24/2013,469-57-0718,231-269-6242,Bad Axe,Huron,Bad Axe,MI,48413,Midwest,cgwhittaker,0.0,179.0
100550425,2021-08-15,canceled,884859.0,WOFKHA5AFE7617E7C4A,2.0,441.0,0.0,441.0,Women's Fashion,Easypay_MA,Gross,36108.0,2021,Aug-2021,505804,Hon.,Sung,L,Theiss,M,32.0,"Theiss, Sung",sung.theiss@charter.net,5/16/2009,422-67-8008,702-798-2352,Las Vegas,Clark,Las Vegas,NV,89122,West,sltheiss,0.0,441.0
100419882,2020-12-27,order_refunded,684963.0,MEFAYB59F76C0E65E35-M,2.0,79.9,7.99,71.91000000000001,Men's Fashion,easypay_voucher,Valid,78722.0,2020,Dec-2020,448733,Mr.,Al,J,Ingalls,M,58.0,"Ingalls, Al",al.ingalls@aol.com,7/2/2015,133-98-2277,217-300-4682,Lawndale,Logan,Lawndale,IL,61751,Midwest,ajingalls,10.0,79.9
100469817,2021-04-04,canceled,769889.0,MATREM5A01A8F45BE94,2.0,24.9,0.0,24.9,Mobiles & Tablets,Payaxis,Gross,79345.0,2021,Apr-2021,129703,Dr.,Charlie,G,Ladson,M,49.0,"Ladson, Charlie",charlie.ladson@gmail.com,10/15/2010,121-98-3659,239-453-2491,Lakeland,Polk,Lakeland,FL,33815,South,cgladson,0.0,24.9
100489173,2021-04-27,canceled,797471.0,MATSAM5A7463EE3C1A5,4.0,5062.5,1555.65,3506.85,Mobiles & Tablets,Easypay_MA,Gross,97920.0,2021,Apr-2021,252020,Mr.,Leon,U,Karg,M,46.0,"Karg, Leon",leon.karg@gmail.com,6/16/2016,559-99-5867,308-516-6348,Curtis,Frontier,Curtis,NE,69025,Midwest,lukarg,30.72888888888889,1687.5
100560475,2021-09-19,canceled,901890.0,MATHUA5B63FE3EB686F,1.0,0.0,0.0,0.0,Mobiles & Tablets,Payaxis,Gross,114878.0,2021,Sep-2021,404050,Ms.,Maurine,Y,Archey,F,27.0,"Archey, Maurine",maurine.archey@aol.com,12/25/1995,754-07-1388,212-648-3586,South Butler,Wayne,South Butler,NY,13154,Northeast,myarchey,3.424813918443764,2189.9
100444957,2021-02-14,complete,729613.0,ALW59F055D9797AC,3.0,17.6,0.0,17.6,Superstore,customercredit,Net,9510.0,2021,Feb-2021,499153,Mr.,Ned,E,Nally,M,59.0,"Nally, Ned",ned.nally@yahoo.ca,1/16/2010,239-99-1980,218-472-9253,Buckman,Morrison,Buckman,MN,56317,Midwest,nenally,0.0,8.8
100527853,2021-06-16,received,847860.0,ENTSON5AE6384C8BDA3,3.0,1294.0,266.46,1027.54,Entertainment,Payaxis,Valid,108226.0,2021,Jun-2021,363295,Ms.,Ulrike,C,Farner,F,69.0,"Farner, Ulrike",ulrike.farner@aol.com,5/12/2016,638-29-7035,239-848-6176,Pensacola,Escambia,Pensacola,FL,32520,South,ucfarner,20.5919629057187,647.0
100553807,2021-08-30,order_refunded,890501.0,WOFCHA5AA26B8C3CDD5-XL,2.0,186.0,0.0,186.0,Women's Fashion,cod,Valid,113628.0,2021,Aug-2021,304541,Mr.,Oswaldo,S,Kohlmeier,M,26.0,"Kohlmeier, Oswaldo",oswaldo.kohlmeier@bellsouth.net,1/7/2005,204-84-2816,319-827-4601,Aspinwall,Crawford,Aspinwall,IA,51432,Midwest,oskohlmeier,0.0,186.0
100410258,2020-12-26,complete,669891.0,APPDAW59FF034935DBA,2.0,794.5,142.45,652.05,Appliances,easypay_voucher,Net,76019.0,2020,Dec-2020,632846,Hon.,Horace,N,Bousquet,M,39.0,"Bousquet, Horace",horace.bousquet@gmail.com,8/27/2016,182-86-6913,339-588-1939,Peabody,Essex,Peabody,MA,1960,Northeast,hnbousquet,17.929515418502202,794.5
100512636,2021-05-18,canceled,824849.0,WOFDEA5A2A88A9DCD71,2.0,14.9,0.0,14.9,Women's Fashion,jazzwallet,Gross,104819.0,2021,May-2021,477596,Dr.,Fred,C,Binkley,M,68.0,"Binkley, Fred",fred.binkley@aol.com,2/9/2015,254-99-3479,229-924-6517,Jesup,Wayne,Jesup,GA,31545,South,fcbinkley,0.0,14.9
100527725,2021-06-16,canceled,847692.0,MATINF5AE310D2D7A1A,1.0,0.0,0.0,0.0,Mobiles & Tablets,apg,Gross,104564.0,2021,Jun-2021,820596,Dr.,Errol,L,Edward,M,62.0,"Edward, Errol",errol.edward@sbcglobal.net,12/8/2015,631-31-0078,218-217-2250,Hollandale,Freeborn,Hollandale,MN,56045,Midwest,eledward,9.0,1395.0
100467155,2021-04-01,complete,765763.0,MATSAM5A7DBC627D4BD,2.0,1458.4,260.4239999999999,1197.976,Mobiles & Tablets,Payaxis,Net,44751.0,2021,Apr-2021,254967,Ms.,Daniele,N,Poteet,F,33.0,"Poteet, Daniele",daniele.poteet@msn.com,1/2/2011,730-28-7079,339-389-3642,Watertown,Middlesex,Watertown,MA,2272,Northeast,dnpoteet,17.856829402084472,1458.4
100549300,2021-08-12,refund,883105.0,MEFMOI59BAF930D4C61-L,11.0,199.0,0.0,199.0,Men's Fashion,cod,Valid,112629.0,2021,Aug-2021,677509,Ms.,Angelique,B,Matsumoto,F,62.0,"Matsumoto, Angelique",angelique.matsumoto@btinternet.com,1/4/2004,710-18-7194,319-304-8286,Anita,Cass,Anita,IA,50020,Midwest,abmatsumoto,0.0,19.9
100402190,2020-12-24,canceled,655456.0,APPDAW5A0C59769189D,2.0,836.8,135.52,701.28,Appliances,Easypay,Gross,73473.0,2020,Dec-2020,572378,Mr.,Deandre,U,Spade,M,66.0,"Spade, Deandre",deandre.spade@walmart.com,2/7/1996,231-99-7419,603-472-2003,Pittsburg,Coos,Pittsburg,NH,3592,Northeast,duspade,16.19502868068834,836.8
100446846,2021-02-23,refund,733225.0,HALSEV59AC53B8D43F0,2.0,37.0,0.0,37.0,Home & Living,customercredit,Valid,84194.0,2021,Feb-2021,246841,Mrs.,Mathilde,I,Rickey,F,40.0,"Rickey, Mathilde",mathilde.rickey@gmail.com,1/5/2000,178-86-1921,212-754-4193,Saugerties,Saugerties,Saugerties,NY,12415,Northeast,mirickey,0.0,37.0
100480721,2021-04-17,received,785167.0,OTHPCB5A7D8A12DF5B2,1.0,0.0,0.0,0.0,Others,Payaxis,Valid,8716.0,2021,Apr-2021,539021,Prof.,Dillon,P,Kipp,M,39.0,"Kipp, Dillon",dillon.kipp@aol.com,5/28/2016,072-02-5625,215-460-0619,Catawissa,Columbia,Catawissa,PA,17820,Northeast,dpkipp,2.083333333333333,1200.0
100492952,2021-04-28,received,801497.0,OTHPCB5AB351EEC46EC,3.0,100.0,0.0,100.0,Others,bankalfalah,Valid,98508.0,2021,Apr-2021,899043,Hon.,Collene,E,Gibbs,F,56.0,"Gibbs, Collene",collene.gibbs@verizon.net,4/12/2015,649-56-6739,225-690-1092,Tioga,Rapides,Tioga,LA,71477,South,cegibbs,0.0,50.0
100391058,2020-12-21,complete,635703.0,APPORI5A05B233D161A,2.0,1095.7,172.57,923.13,Appliances,easypay_voucher,Net,66598.0,2020,Dec-2020,237149,Mrs.,Winnie,H,Fuquay,F,65.0,"Fuquay, Winnie",winnie.fuquay@earthlink.net,6/3/2009,204-84-8154,203-932-5433,Canaan,Litchfield,Canaan,CT,6018,Northeast,whfuquay,15.74974901889203,1095.7
100520217,2021-06-07,complete,837057.0,HASONC59BA3E256A4D0,6.0,0.5,0.0,0.5,Health & Sports,cod,Net,46833.0,2021,Jun-2021,364634,Mr.,Oren,J,Procter,M,68.0,"Procter, Oren",oren.procter@btinternet.com,12/23/2005,727-10-1213,803-241-8251,Columbia,Lexington,Columbia,SC,29228,South,ojprocter,0.0,0.1
100533843,2021-06-25,received,856164.0,AIT5ACF2FF068A71,2.0,1.6350000000000002,0.0,1.6350000000000002,Superstore,cod,Valid,109415.0,2021,Jun-2021,816919,Mr.,Pierre,A,Karnes,M,35.0,"Karnes, Pierre",pierre.karnes@bellsouth.net,7/4/1989,505-59-8323,316-675-0336,Bronson,Bourbon,Bronson,KS,66716,Midwest,pakarnes,0.0,1.6350000000000002
100448721,2021-03-01,canceled,736567.0,BAGJUN59C10BDD0596A,2.0,202.725,0.0,202.725,Beauty & Grooming,Easypay,Gross,13337.0,2021,Mar-2021,482824,Mrs.,Kia,I,Vreeland,F,21.0,"Vreeland, Kia",kia.vreeland@gmail.com,5/28/2009,694-16-9953,319-377-9206,Sioux City,Woodbury,Sioux City,IA,51106,Midwest,kivreeland,0.0,202.725
100410920,2020-12-26,complete,671002.0,MATHUA59B7EB66EF1D3,2.0,1067.0,0.0,1067.0,Mobiles & Tablets,cod,Net,76219.0,2020,Dec-2020,591814,Ms.,Gayla,B,Lukasik,F,41.0,"Lukasik, Gayla",gayla.lukasik@gmail.com,10/27/1996,109-98-9877,239-471-4610,Saint Petersburg,Pinellas,Saint Petersburg,FL,33741,South,gblukasik,0.0,1067.0
100372691,2020-11-28,complete,603118.0,SOGCRY59AC43F9232F1,2.0,7.5,0.0,7.5,Soghaat,cod,Net,2353.0,2020,Nov-2020,792752,Mr.,Zack,K,Lachapelle,M,62.0,"Lachapelle, Zack",zack.lachapelle@gmail.com,8/7/1998,654-38-6466,505-997-5229,Blanco,San Juan,Blanco,NM,87412,West,zklachapelle,0.0,7.5
100453882,2021-03-20,received,746474.0,HALEMA59AC86D59FDA9,2.0,23.8,0.0,23.8,Home & Living,cod,Valid,88104.0,2021,Mar-2021,268602,Mrs.,Waltraud,J,Chauvin,F,47.0,"Chauvin, Waltraud",waltraud.chauvin@gmail.com,5/12/2016,698-16-7938,209-490-7489,Los Angeles,Los Angeles,Los Angeles,CA,90040,West,wjchauvin,0.0,23.8
100473075,2021-04-08,received,774693.0,WOFDIK5A9A5B72C8C79,11.0,499.0,0.0,499.0,Women's Fashion,Payaxis,Valid,33969.0,2021,Apr-2021,552402,Ms.,Kristina,M,Frier,F,28.0,"Frier, Kristina",kristina.frier@hotmail.com,9/6/2015,569-99-2493,218-285-8772,White Earth,Becker,White Earth,MN,56591,Midwest,kmfrier,0.0,49.9
100530715,2021-06-19,refund,851656.0,ENTUBI5AD91CA406CE3,1.0,0.0,0.0,0.0,Entertainment,bankalfalah,Valid,108672.0,2021,Jun-2021,396266,Ms.,Shonda,V,Willman,F,29.0,"Willman, Shonda",shonda.willman@sbcglobal.net,12/24/1988,479-41-3472,219-314-3314,Bluffton,Wells,Bluffton,IN,46714,Midwest,svwillman,9.000000000000002,584.0
100417037,2020-12-27,complete,680032.0,MATSAM59DB75A984259,2.0,1369.8,226.98,1142.82,Mobiles & Tablets,easypay_voucher,Net,77943.0,2020,Dec-2020,916495,Ms.,Marquitta,K,Zachery,F,75.0,"Zachery, Marquitta",marquitta.zachery@gmail.com,5/9/2001,377-37-7924,217-202-5885,Pittsfield,Pike,Pittsfield,IL,62363,Midwest,mkzachery,16.57030223390276,1369.8
100446681,2021-02-22,complete,732912.0,WOFALK5A12AD1F93AFB,2.0,135.0,0.0,135.0,Women's Fashion,cod,Net,85671.0,2021,Feb-2021,401904,Mr.,Jeromy,W,Schaefer,M,27.0,"Schaefer, Jeromy",jeromy.schaefer@earthlink.net,4/24/2008,633-31-7170,212-554-1292,Sodus,Wayne,Sodus,NY,14551,Northeast,jwschaefer,0.0,135.0
100458383,2021-03-24,complete,753244.0,APPDAW5A7CA56D107A0,2.0,838.9,98.89,740.01,Appliances,Easypay,Net,89587.0,2021,Mar-2021,189771,Mr.,Kelvin,Y,Tynan,M,57.0,"Tynan, Kelvin",kelvin.tynan@gmail.com,12/23/2016,481-41-2750,239-784-4792,Clearwater,Clearwater,Clearwater,FL,34618,South,kytynan,11.788055787340564,838.9
100408719,2020-12-26,complete,667305.0,WOFALK5A12AD1B2B3DF,2.0,180.0,0.0,180.0,Women's Fashion,cod,Net,75541.0,2020,Dec-2020,296144,Mr.,Mikel,J,Sackett,M,59.0,"Sackett, Mikel",mikel.sackett@exxonmobil.com,8/15/2014,349-08-4402,252-583-5503,Asheville,Buncombe,Asheville,NC,28810,South,mjsackett,0.0,180.0
100528303,2021-06-16,order_refunded,848431.0,APPORI59D49C6E937AB,3.0,768.0,91.87,676.13,Appliances,jazzvoucher,Valid,108306.0,2021,Jun-2021,285232,Prof.,Hal,K,Thacker,M,39.0,"Thacker, Hal",hal.thacker@bellsouth.net,3/12/2013,292-15-1848,205-836-3531,Catherine,Wilcox,Catherine,AL,36728,South,hkthacker,11.962239583333334,384.0
100530830,2021-06-19,received,851805.0,ROO5AE983F2751EA,3.0,456.0,91.2,364.8,Superstore,Payaxis,Valid,79945.0,2021,Jun-2021,484068,Mr.,Frederick,R,Books,M,26.0,"Books, Frederick",frederick.books@msn.com,4/1/2015,170-86-7150,210-991-7458,New Ulm,Austin,New Ulm,TX,78950,South,frbooks,20.0,228.0
100538592,2021-07-06,received,865527.0,MATOPP5AE03EF188304,2.0,1989.9,0.0,1989.9,Mobiles & Tablets,Easypay,Valid,109849.0,2021,Jul-2021,263174,Mr.,Rupert,R,Dantonio,M,74.0,"Dantonio, Rupert",rupert.dantonio@verizon.net,2/20/2012,508-57-7226,210-292-8279,Llano,Llano,Llano,TX,78643,South,rrdantonio,0.0,1989.9
100483292,2021-04-17,complete,788096.0,MATSAM5A7463EE3C1A5,3.0,3432.0,446.16,2985.84,Mobiles & Tablets,easypay_voucher,Net,96446.0,2021,Apr-2021,987786,Prof.,Carter,A,Kallas,M,21.0,"Kallas, Carter",carter.kallas@gmail.com,12/30/2013,300-15-4463,229-573-6128,Jekyll Island,Glynn,Jekyll Island,GA,31527,South,cakallas,13.0,1716.0
100444854,2021-02-13,order_refunded,729428.0,MEFSTY59F9C117EBCD2,6.0,169.0,100.0,69.0,Men's Fashion,cod,Valid,84911.0,2021,Feb-2021,702244,Mrs.,Helaine,T,Schock,F,42.0,"Schock, Helaine",helaine.schock@exxonmobil.com,11/7/2011,079-02-8998,252-698-8614,Littleton,Halifax,Littleton,NC,27850,South,htschock,59.171597633136095,33.8
100558080,2021-09-15,order_refunded,898155.0,APPHAI5A1892A64BC3B,2.0,863.2,150.0,713.2,Appliances,Payaxis,Valid,73609.0,2021,Sep-2021,732348,Ms.,Rosella,Y,Pinner,F,57.0,"Pinner, Rosella",rosella.pinner@bellsouth.net,9/21/2005,140-23-4959,212-440-8106,White Plains,Westchester,White Plains,NY,10601,Northeast,rypinner,17.37720111214087,863.2
100393969,2020-12-21,complete,640398.0,MATMOT59FC5E22CEBB4,2.0,1855.5,300.00000000000006,1555.5,Mobiles & Tablets,easypay_voucher,Net,70735.0,2020,Dec-2020,273488,Mr.,Bud,X,Leming,M,27.0,"Leming, Bud",bud.leming@gmail.com,9/27/2011,233-57-8931,225-970-7854,Clinton,East Feliciana,Clinton,LA,70722,South,bxleming,16.168148746968473,1855.5
100452497,2021-03-18,received,744201.0,MEFECH5A69CDEADF0F2-40,11.0,799.0,0.0,799.0,Men's Fashion,cod,Valid,87524.0,2021,Mar-2021,766919,Mr.,Garret,A,Hannigan,M,63.0,"Hannigan, Garret",garret.hannigan@aol.com,7/30/1997,034-92-1193,231-593-2181,Lewiston,Montmorency,Lewiston,MI,49756,Midwest,gahannigan,0.0,79.9
100439530,2021-01-24,received,720225.0,BAGLUX5A099F4E3D5CF,5.0,84.0,16.8,67.2,Beauty & Grooming,Easypay,Valid,61664.0,2021,Jan-2021,627954,Mr.,Darrel,I,Spigner,M,26.0,"Spigner, Darrel",darrel.spigner@yahoo.com,7/19/2004,270-17-8696,319-678-0001,Havelock,Pocahontas,Havelock,IA,50546,Midwest,dispigner,20.0,21.0
100426787,2020-12-29,complete,696778.0,MEFWIN59CE3A75A051B,2.0,99.9,0.0,99.9,Men's Fashion,cod,Net,80666.0,2020,Dec-2020,344518,Mr.,Lionel,E,Mclane,M,75.0,"Mclane, Lionel",lionel.mclane@gmail.com,11/13/1990,478-43-8177,236-284-9652,Doswell,Hanover,Doswell,VA,23047,South,lemclane,0.0,99.9
100433152,2021-01-07,canceled,708611.0,HALANG59F341E9484AC,2.0,3.0,0.0,3.0,Home & Living,Easypay,Gross,20394.0,2021,Jan-2021,462938,Ms.,Bula,J,Shand,F,74.0,"Shand, Bula",bula.shand@hotmail.com,12/11/2011,761-12-2129,215-473-2491,Drexel Hill,Delaware,Drexel Hill,PA,19026,Northeast,bjshand,0.0,3.0
100394330,2020-12-21,canceled,641014.0,APPORI5A02E10BBE3EB,3.0,1230.0,246.0,984.0,Appliances,Easypay,Gross,69905.0,2020,Dec-2020,287691,Drs.,Adelaide,S,Linderman,F,24.0,"Linderman, Adelaide",adelaide.linderman@yahoo.com,4/22/2003,125-98-4157,308-967-3801,Virginia,Gage,Virginia,NE,68458,Midwest,aslinderman,20.0,615.0
100545444,2021-07-28,canceled,876792.0,BAGSAE5A002EF667A86,2.0,27.0,0.0,27.0,Beauty & Grooming,bankalfalah,Gross,111670.0,2021,Jul-2021,749426,Ms.,Lorenza,P,Quin,F,50.0,"Quin, Lorenza",lorenza.quin@ibm.com,4/10/2016,096-02-5335,209-675-1697,Garden Grove,Garden Grove,Garden Grove,CA,92641,West,lpquin,0.0,27.0
100507023,2021-05-01,canceled,815798.0,OTHPCB5ABB2077034B0,4.0,600.0,0.0,600.0,Others,Easypay,Gross,102841.0,2021,May-2021,439981,Mr.,Len,W,Oshea,M,41.0,"Oshea, Len",len.oshea@aol.com,5/2/2003,752-09-4203,206-336-8887,East Olympia,Thurston,East Olympia,WA,98540,West,lwoshea,0.0,200.0
100413092,2020-12-27,complete,674242.0,APPDAW5A0C59769189D,2.0,836.8,137.68,699.1199999999999,Appliances,easypay_voucher,Net,71860.0,2020,Dec-2020,289116,Mrs.,Heike,B,Roos,F,44.0,"Roos, Heike",heike.roos@gmail.com,4/10/2003,128-98-3219,270-700-4450,Pikeville,Pike,Pikeville,KY,41502,South,hbroos,16.45315487571702,836.8
100510601,2021-05-10,complete,820945.0,ENTAUD5A9E39DD7076C,2.0,59.9,0.0,59.9,Entertainment,cod,Net,104099.0,2021,May-2021,962666,Mr.,Cleveland,S,Reeder,M,61.0,"Reeder, Cleveland",cleveland.reeder@charter.net,6/13/1993,374-37-3613,308-561-5723,Burwell,Garfield,Burwell,NE,68823,Midwest,csreeder,0.0,59.9
100399498,2020-12-23,complete,650460.0,MEFPAK5A094BF436BE6-M,3.0,139.8,27.96,111.84,Men's Fashion,Easypay,Net,47995.0,2020,Dec-2020,806410,Drs.,Yasmin,K,Clever,F,54.0,"Clever, Yasmin",yasmin.clever@outlook.com,4/12/2002,645-29-1587,907-707-7143,Nenana,Yukon-Koyukuk (CA),Nenana,AK,99760,West,ykclever,20.0,69.9
100457784,2021-03-23,order_refunded,752237.0,MEFKAR5A7C13E9357D8-XS,2.0,78.0,0.0,78.0,Men's Fashion,cod,Valid,89422.0,2021,Mar-2021,735017,Mr.,Conrad,F,Shelly,M,52.0,"Shelly, Conrad",conrad.shelly@gmail.com,4/22/2016,494-29-9506,240-270-6659,Annapolis,Anne Arundel,Annapolis,MD,21401,South,cfshelly,0.0,78.0
100390535,2020-12-20,complete,634773.0,MATMOT59FC5E22CEBB4,3.0,3711.0,785.5499999999998,2925.4500000000003,Mobiles & Tablets,Easypay,Net,69841.0,2020,Dec-2020,445538,Mr.,Jackie,Q,Boyster,M,22.0,"Boyster, Jackie",jackie.boyster@gmail.com,10/22/1996,433-99-5462,303-860-1135,Denver,Adams,Denver,CO,80241,West,jqboyster,21.16814874696847,1855.5
100520643,2021-06-07,received,837659.0,APPGAB59D899FD5FDCB,2.0,452.5,0.0,452.5,Appliances,Easypay_MA,Valid,106747.0,2021,Jun-2021,587297,Hon.,Aron,B,Mullane,M,58.0,"Mullane, Aron",aron.mullane@outlook.com,8/22/2013,173-86-8428,210-958-7118,Slaton,Lubbock,Slaton,TX,79364,South,abmullane,0.0,452.5
100401319,2020-12-23,canceled,653787.0,MATSAM59DB75ADB2F80,2.0,1400.0,248.27000000000004,1151.73,Mobiles & Tablets,Easypay_MA,Gross,73059.0,2020,Dec-2020,328802,Drs.,Becki,K,Porch,F,41.0,"Porch, Becki",becki.porch@gmail.com,12/9/1988,687-24-4892,236-636-1518,Upperville,Upperville,Upperville,VA,22176,South,bkporch,17.73357142857143,1400.0
100542086,2021-07-17,canceled,871545.0,APPSTE59D5F28EBA107,5.0,219.6,0.0,219.6,Appliances,bankalfalah,Gross,111007.0,2021,Jul-2021,167806,Prof.,Elvin,F,Delong,M,70.0,"Delong, Elvin",elvin.delong@comcast.net,3/31/2002,023-92-8872,401-243-4473,Prudence Island,Bristol,Prudence Island,RI,2872,Northeast,efdelong,0.0,54.9
100354961,2020-10-02,canceled,575319.0,Atalian _Brogue4-Brown-10,2.0,449.5,0.0,449.5,Men's Fashion,Payaxis,Gross,60222.0,2020,Oct-2020,943359,Mr.,Odell,V,Tannenbaum,M,55.0,"Tannenbaum, Odell",odell.tannenbaum@yahoo.com,4/25/2003,660-24-9731,212-694-7233,Westport,Essex,Westport,NY,12993,Northeast,ovtannenbaum,0.0,449.5
